EXPID,PEAKID,YEAR,SEASON,HOST,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,SKI,PARAPENTE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,O2USED,COMRTE,STDRTE,PRIMRTE,CAMP_HEIGHTS,CAMP_SITES_LIST,NUM_CAMPS,TERMREASON_STRING,YEAR_SEASON_DATE,PKNAME,PKNAME2,LOCATION,HEIGHTM,REGION,OPEN,PSTATUS,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M
EVER93110,EVER,1993,1,1,S Col-SE Ridge,,,,Australia,1,0,0,0,44,51,1993-05-17,1,0,0,8,2,1,1,0,0,1,1,True,False,"['5350', '6150', '6450', '7200', '7900']","[('BC(27/03,5350m),', ''), ('C1(09/04,6150m),', ''), ('C2(16/04,6450m),', ''), ('C3(19/04,7200m),', ''), ('C4(09/05,7900m),', '')]",5,Success (main peak),1993-03-02,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER93112,EVER,1993,1,1,S Col-SE Ridge,,,,New Zealand,1,0,0,0,39,45,1993-05-16,1,0,0,11,4,0,9,3,0,1,1,True,False,"['5350', '6100', '6500', '7350', '7900']","[('BC(01/04,5350m),', ''), ('C1(07/04,6100m),', ''), ('C2(10/04,6500m),', ''), ('C3(21/04,7350m),', ''), ('C4(09/05,7900m),', '')]",5,Success (main peak),1993-03-02,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER93101,EVER,1993,1,1,S Col-SE Ridge,,,,USA,1,0,0,0,72,0,,1,0,0,4,2,0,0,0,0,1,1,True,False,"['5350', '6100', '6500', '7200', '7900']","[('BC(05/03,5350m),', ''), ('C1(26/03,6100m),', ''), ('C2(10/04,6500m),', ''), ('C3(17/04,7200m),', ''), ('C4(10/05,7900m),', '')]",5,Success (main peak),1993-03-02,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER93105,EVER,1993,1,1,S Col-SE Ridge,,,,USA,1,0,0,0,44,54,1993-05-20,1,0,0,25,5,0,22,3,0,1,1,True,False,"['5350', '6100', '6400', '7300', '7900']","[('BC(22/03,5350m),', ''), ('C1(03/04,6100m),', ''), ('', 'C2'), ('', 'm0,'), ('C3(23/04,7300m),', ''), ('C4(09/05,7900m),', '')]",6,Success (main peak),1993-03-02,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER83301,EVER,1983,3,2,N Face (Great Couloir),,,,Switzerland,0,0,0,0,35,61,1983-10-12,5,0,0,12,0,0,0,0,0,0,0,,False,"['5100', '5500', '6000', '6500', '7400', '7400']","[('BC(12/08,5100m),', ''), ('C1(19/08,5500m),', ''), ('C2(25/08,6000m),', ''), ('C3(03/09,6500m),', ''), ('C4(16/09,7400m),', '')]",5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",1983-08-31,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER95305,EVER,1995,3,2,N Col-NE Ridge,,,,S Korea,1,0,0,0,42,0,,1,0,0,8,1,0,6,1,1,1,1,True,False,"['6000', '6500', '7000', '7900', '8350']","[('ChineseBC(02/09,6000m),', ''), ('C2.ABC(06/09,6500m),', ''), ('C3(21/09,7000m),', ''), ('C4(07/10,7900m),', ''), ('C5(08/10,8350m),', '')]",5,Success (main peak),1995-08-31,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER95306,EVER,1995,3,2,NE Ridge (to 7700m),N Col-NE Ridge,,,S Korea,0,1,0,0,42,0,,1,0,0,9,2,0,9,1,1,1,0,,False,"['5700', '6500', '7100', '7000', '7900', '8350']","[('BC(02/09),', ''), ('C1(04/09,5700m),', ''), ('C2.ABC(05/09,6500m),', ''), ('C3(24/09,7100m),', ''), ('C3.NCol(04/10,7000m),', ''), ('C4(07/10,7900m),', ''), ('C5(08/10,8350m),', '')]",7,Success (main peak),1995-08-31,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER95301,EVER,1995,3,2,N Col-NE Ridge,,,,India,0,0,0,0,61,0,,8,0,0,6,0,0,5,0,0,1,1,True,False,"['6400', '7000', '7900', '8300', '8750']","[('BC(09/08),', ''), ('ABC(14/08,6400m),', ''), ('C3(18/08,7000m),', ''), ('C4(23/08,7900m),', ''), ('C5(07/10,8300m),', '')]",5,"Lack (or loss) of supplies, support or equipment",1995-08-31,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER95304,EVER,1995,3,2,N Col-NE Ridge,,,,S Korea,0,0,0,0,38,0,,7,0,0,11,0,0,3,0,0,1,1,True,False,"['6400', '7000', '7900', '8300', '8750']","[('BC(01/09),', ''), ('ABC(06/09,6400m),', ''), ('C1(07/09,7000m),', ''), ('C2(16/09,7900m),', ''), ('C3(08/10,8300m),', '')]",5,"Illness, AMS, exhaustion, or frostbite",1995-08-31,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER95302,EVER,1995,3,2,N Face (Japanese & Hornbein Couloirs) (to 6600m),N Col-NE Ridge (to 8500m),,,Spain,0,0,0,0,60,0,,4,0,0,8,0,1,0,0,0,0,0,False,False,"['5550', '6150', '7000', '7800', '8200', '8500']","[('BC(12/08),', ''), ('ABC(13/08,5550m),', ''), ('C1(01/09,6150m),', ''), ('Biv1(07/10,7000m),', ''), ('Biv2(08/10,7800m),', ''), ('Biv3(09/10,8200m),', '')]",6,"Bad weather (storms, high winds)",1995-08-31,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER84105,EVER,1984,1,2,N Face (left of Great Couloir),,,,UK,0,0,0,0,31,57,1984-05-15,7,0,0,9,0,0,0,0,0,1,0,,False,"['5000', '5560', '6200', '6700', '7700']","[('BC(19/03,5000m),', ''), ('', 'C1,'), ('C2.ABC(01/04,5560m),', ''), ('C3(11/04,6200m),', ''), ('C4(18/04,6700m),', ''), ('C5(19/04,7700m),', '')]",6,"Illness, AMS, exhaustion, or frostbite",1984-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER84104,EVER,1984,1,2,N Face (Hornbein Couloir),,,,UK,0,0,0,0,15,16,1984-04-03,6,0,0,14,0,1,0,0,0,0,0,,False,"['6200', '6860']","[('BC(18/03),', ''), ('ABC(29/03,6200m),', '')]",2,Accident (death or serious injury),1984-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER84303,EVER,1984,3,2,N Col-N Face (Great Couloir),,,,USA,1,0,0,0,61,63,1984-10-22,1,0,0,12,1,0,0,0,0,1,0,,False,"['5150', '7000', '7590', '7560', '8100']","[('BC(20/08,5150m),', ''), ('', 'C1,'), ('', 'C2,'), ('C3.ABC(6400m),', ''), ('C4(15/09,7000m),', ''), ('C5A(20/09,7590m),', ''), ('C5B(17/10,7560m),', ''), ('C6(18/10,8100m),', '')]",8,Success (main peak),1984-08-30,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER85104,EVER,1985,1,2,N Col-NE Ridge,,,,Spain,0,0,0,0,50,67,1985-05-26,6,0,0,4,0,1,0,0,0,0,1,True,False,"['5200', '6500', '7000', '7600', '7600']","[('BC(20/03,5200m),', ''), ('ABC(20/03,6500m),', ''), ('Biv(06/04,7000m),', ''), ('Biv(09/05,7600m),', '')]",4,Accident (death or serious injury),1985-03-02,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER85202,EVER,1985,2,2,N Face (Great Couloir),N Col,,,France,0,0,0,0,0,0,,5,0,0,2,0,0,0,0,0,0,0,,False,['8200'],[],0,"Bad conditions (deep snow, avalanching, falling ice, or rock)",1985-06-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER87202,EVER,1987,2,2,N Col,,,,W Germany/Iran,0,0,0,0,0,0,,14,0,0,1,0,0,2,0,0,0,1,True,False,[],[],0,Other,1987-06-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER95303,EVER,1995,3,1,SW Face (Bonington rte),,,,S Korea,1,0,0,0,55,64,1995-10-23,1,0,0,7,2,0,14,2,0,1,0,False,False,"['5400', '6200', '6500', '6900', '7500', '8350']","[('BC(20/08,5400m),', ''), ('C1(07/09,6200m),', ''), ('C2(10/09,6500m),', ''), ('C3(14/09,6900m),', ''), ('C4(23/09,7500m),', ''), ('C5(13/10,8350m),', '')]",6,Success (main peak),1995-08-31,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER95203,EVER,1995,2,2,N Col-NE Ridge,,,,USA,0,0,0,0,12,30,1995-09-09,5,0,0,1,0,0,2,0,0,0,1,True,False,"['5140', '6450', '7000', '7500']","[('BC(10/08,5140m),', ''), ('ABC(15/08,6450m),', ''), ('C1(18/08,7000m),', '')]",3,"Bad conditions (deep snow, avalanching, falling ice, or rock)",1995-06-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER95202,EVER,1995,2,2,N Col-NE Ridge,,,,Switzerland,0,0,0,0,24,0,,5,0,0,7,0,0,0,0,0,0,1,True,False,"['6450', '7000', '7500']","[('BC(03/08),', ''), ('ABC(08/08,6450m),', ''), ('C1(14/08,7000m),', '')]",3,"Bad conditions (deep snow, avalanching, falling ice, or rock)",1995-06-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER95201,EVER,1995,2,2,Left side of N Face into Great Couloir,,,,USA,0,0,0,0,74,84,1995-09-15,5,0,0,3,0,0,0,0,0,0,0,False,False,"['5560', '6520', '8000']","[('BC(23/06),', ''), ('ABC(30/06,5560m),', ''), ('C1(14/07,6520m),', '')]",3,"Bad conditions (deep snow, avalanching, falling ice, or rock)",1995-06-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER83103,EVER,1983,1,2,W Ridge direct from N (to 7925m),W Ridge (Hornbein Couloir) from N (to 8000m),,,USA,0,0,0,0,47,55,1983-05-15,7,0,0,17,0,0,0,0,0,0,0,,False,"['7650', '8000']","[('BC(21/03),', ''), ('', 'C1,'), ('', 'C2,'), ('', 'C3,'), ('', 'C4,'), ('C5(26/04,7650m),', '')]",6,"Illness, AMS, exhaustion, or frostbite",1983-03-02,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER83101,EVER,1983,1,2,NE Ridge,,,,Chile,0,0,0,0,56,61,1983-05-24,4,0,0,12,0,0,0,0,0,1,0,,False,"['5150', '6100', '6500', '7007', '7600', '8000', '8300', '8350']","[('BC(24/03,5150m),', ''), ('C1(29/03,6100m),', ''), ('C2(30/03,6500m),', ''), ('C4(27/04,7007m),', ''), ('C5(30/04,7600m),', ''), ('C6(17/05,8000m),', ''), ('C7(18/05,8300m),', '')]",7,"Bad weather (storms, high winds)",1983-03-02,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER83304,EVER,1983,3,2,E Face,,,,USA,1,0,0,0,43,52,1983-10-17,1,0,0,17,6,0,6,0,0,1,0,False,False,"['5240', '5335', '6250', '6700', '7160', '8000']","[('BC(26/08,5240m),', ''), ('C1(01/09,5335m),', ''), ('C2(20/09,6250m),', ''), ('C3(25/09,6700m),', ''), ('C4(01/10,7160m),', ''), ('C5(07/10,8000m),', '')]",6,Success (main peak),1983-08-31,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER83302,EVER,1983,3,2,N Col-NE Ridge,,,,Spain,0,0,0,0,59,64,1983-10-15,4,0,0,12,0,0,8,0,0,1,1,True,False,"['5500', '7600', '8400']","[('BC(12/08),', ''), ('C1(15/08,5500m),', ''), ('C2(6000m),', ''), ('C3(6500m),', ''), ('C4(7000m),', ''), ('C5(05/09,7600m),', '')]",6,"Bad weather (storms, high winds)",1983-08-31,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER88311,EVER,1988,3,2,Face between N and NE Ridges (to 8000m),N Col-N Face (Great Couloir) (to 8400m),,,Canada,0,0,0,0,38,43,1988-10-29,7,0,0,2,0,0,0,0,0,1,0,False,False,"['6400', '7200', '7600', '7000', '8080', '8450']","[('BC(16/09,6400m),', ''), ('Biv1(05/10,7200m),', ''), ('Biv2(14/10,7600m),', ''), ('Biv3(23/10,7000m),', ''), ('Biv4(24/10,8080m),', '')]",5,"Illness, AMS, exhaustion, or frostbite",1988-08-30,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER89203,EVER,1989,2,2,N Col-NE Ridge,,,,Spain,0,0,0,0,69,0,,5,0,0,16,0,0,4,0,0,1,1,True,False,"['5150', '5500', '6000', '6450', '7060', '7800', '8350', '8530']","[('BC(11/06,5150m),', ''), ('C1(30/06,5500m),', ''), ('C2(01/07,6000m),', ''), ('C3.ABC(02/07,6450m),', ''), ('C4(05/07,7060m),', ''), ('C5(25/07,7800m),', ''), ('C6(26/08,8350m),', '')]",7,"Bad conditions (deep snow, avalanching, falling ice, or rock)",1989-06-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER82102,EVER,1982,1,2,N Face (Great Couloir),,,,USA,0,0,0,0,58,64,1982-05-24,6,0,0,17,0,1,0,0,0,0,0,,False,"['5150', '6860', '7220', '7620', '8080', '8400']","[('BC(21/03,5150m),', ''), ('C1(5730m),', ''), ('C2(6700m),', ''), ('C3(08/04,6860m),', ''), ('C4(18/04,7220m),', ''), ('C5(08/05,7620m),', ''), ('C6(17/05,8080m),', '')]",7,Accident (death or serious injury),1982-03-02,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER82101,EVER,1982,1,1,SW Face rib-W Ridge,,,,USSR,1,0,0,0,39,50,1982-05-15,1,0,0,27,11,0,15,0,0,1,0,,False,"['5300', '6500', '7350', '7850', '8250', '8500']","[('BC(26/03,5300m),', ''), ('C1(22/03,6500m),', ''), ('C2(01/04,7350m),', ''), ('C3(10/04,7850m),', ''), ('C4(20/04,8250m),', ''), ('C5(03/05,8500m),', '')]",6,Success (main peak),1982-03-02,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96115,EVER,1996,1,1,S Col-SE Ridge,,,,New Zealand,1,0,0,0,31,0,,1,0,0,13,6,4,9,2,0,1,1,True,False,"['5350', '5900', '6400', '7350', '7900']","[('BC(09/04,5350m),', ''), ('C1(16/04,5900m),', ''), ('C2(18/04,6400m),', ''), ('C3(29/04,7350m),', ''), ('C4(09/05,7900m),', '')]",5,Success (main peak),1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96113,EVER,1996,1,1,S Col-SE Ridge,,,,USA,1,0,0,0,33,39,1996-05-16,1,0,0,12,9,1,10,4,1,1,1,True,False,"['5400', '6100', '6450', '7300', '7900']","[('BC(07/04,5400m),', ''), ('C1(15/04,6100m),', ''), ('C2(21/04,6450m),', ''), ('C3(28/04,7300m),', ''), ('C4(09/05,7900m),', '')]",5,Success (main peak),1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96101,EVER,1996,1,1,S Col-SE Ridge,,,,Taiwan,1,0,0,0,39,49,1996-05-20,1,0,0,5,1,1,7,2,0,1,1,True,False,"['5800', '6300', '7200', '7900']","[('BC(01/04),', ''), ('C1(06/04,5800m),', ''), ('C2(10/04,6300m),', ''), ('C3(16/04,7200m),', ''), ('C4(09/05,7900m),', '')]",5,Success (main peak),1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96111,EVER,1996,1,1,S Col-SE Ridge,,,,France,1,0,0,0,47,51,1996-05-27,1,0,0,1,1,0,2,2,0,1,1,True,False,"['5300', '6300', '7900']","[('BC(06/04,5300m),', ''), ('C1(15/04,6300m),', ''), ('C2(14/04,7900m),', '')]",3,Success (main peak),1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96119,EVER,1996,1,1,S Plr-S Col-SE Ridge (up); SE Ridge-S Col (down),,,,Sweden,1,0,0,0,42,46,1996-05-27,1,0,0,2,1,0,2,1,0,0,0,,False,"['5300', '6000', '6400', '7750', '7900', '7900']","[('BC(11/04,5300m),', ''), ('Biv(20/04,6000m),', ''), ('C2(21/04,6400m),', ''), ('Biv(7200m),', ''), ('C3(02/05,7750m),', ''), ('C4(03/05,7900m),', ''), ('C4(18/05,7900m),', '')]",7,Success (main peak),1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96108,EVER,1996,1,1,S Col-SE Ridge,,,,S Africa,1,0,0,0,50,55,1996-05-30,1,0,0,13,3,1,5,3,0,1,1,True,False,"['5350', '6000', '6500', '7300', '7900']","[('BC(05/04,5350m),', ''), ('Dep(09/04,6000m),', ''), ('C2(16/04,6500m),', ''), ('C3(07/05,7300m),', ''), ('C4(09/05,7900m),', '')]",5,Success (main peak),1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96103,EVER,1996,1,1,S Pillar-S Col-SE Ridge,,,,UK,0,0,0,0,50,54,1996-05-26,10,0,0,11,0,0,8,0,0,1,0,False,False,"['5400', '5950', '6450', '7600', '8100', '8600']","[('BC(02/04,5400m),', ''), ('C1(06/04,5950m),', ''), ('C2(10/04,6450m),', ''), ('C3(28/04,7600m),', ''), ('C4(04/05,8100m),', '')]",5,"Route technically too difficult, lack of experience, strength, or motivation",1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96104,EVER,1996,1,1,S Col-SE Ridge,,,,USA,1,0,0,0,50,55,1996-05-28,1,0,0,13,5,0,18,5,0,1,1,True,False,"['5350', '5900', '6500', '7300', '7900']","[('BC(03/04,5350m),', ''), ('C1(10/04,5900m),', ''), ('C2(16/04,6500m),', ''), ('C3(22/04,7300m),', ''), ('C4(22/05,7900m),', '')]",5,Success (main peak),1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96102,EVER,1996,1,1,SW Face (Bonington rte),,,,Norway,0,0,0,0,25,27,1996-04-28,14,0,0,1,0,0,4,0,0,0,0,,False,"['5400', '5900', '6500', '6900', '7800']","[('BC(01/04,5400m),', ''), ('C1(06/04,5900m),', ''), ('C2(14/04,6500m),', ''), ('C3(20/04,6900m),', '')]",4,Other,1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96106,EVER,1996,1,1,S Col-SE Ridge,,,,Yugoslavia,0,0,0,0,35,39,1996-05-13,10,0,0,7,0,0,10,0,0,1,1,True,False,"['5350', '6100', '6440', '7200', '7900', '8800']","[('BC(04/04,5350m),', ''), ('C1(13/04,6100m),', ''), ('C2(16/04,6440m),', ''), ('C3(26/04,7200m),', ''), ('C4(03/05,7900m),', '')]",5,"Route technically too difficult, lack of experience, strength, or motivation",1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96123,EVER,1996,1,1,S Col-SE Ridge,,,,USA,0,0,0,0,26,41,1996-05-26,4,0,0,8,0,0,11,0,0,1,1,True,False,"['5400', '6100', '6500', '7300', '7900', '7900']","[('BC(15/04,5400m),', ''), ('C1(19/04,6100m),', ''), ('C2(21/04,6500m),', ''), ('C3(10/05,7300m),', ''), ('C4(11/05,7900m),', '')]",5,"Bad weather (storms, high winds)",1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96116,EVER,1996,1,1,S Col-SE Ridge,,,,UK,0,0,0,0,31,44,1996-05-23,4,0,0,10,0,0,8,0,0,1,1,True,False,"['5960', '6400', '7300', '7900', '7900']","[('BC(09/04),', ''), ('C1(12/04,5960m),', ''), ('C2(15/04,6400m),', ''), ('C3(22/04,7300m),', ''), ('C4(10/05,7900m),', '')]",5,"Bad weather (storms, high winds)",1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96105,EVER,1996,1,1,S Plr-S Col-SE Ridge (up); S Col-Lhot W Face (down),,,,Spain,1,0,0,0,50,54,1996-05-27,1,0,0,2,1,0,0,0,0,0,0,,False,"['5400', '6000', '6500', '7600']","[('BC(03/04,5400m),', ''), ('C1(15/04,6000m),', ''), ('C2(17/04,6500m),', ''), ('C3(11/05,7600m),', ''), ('C4(02/05,7800),', '')]",5,Success (main peak),1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96128,EVER,1996,1,1,S Col-SE Ridge,,,,Nepal,0,0,0,0,0,0,,14,0,0,17,0,0,1,0,0,0,1,True,False,"['5400', '6750']","[('BC(03/05,5400m),', ''), ('C2(05/06,6750m),', '')]",2,Other,1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96120,EVER,1996,1,2,N Col-NE Ridge,,,,Japan,1,0,0,0,34,44,1996-05-27,1,0,0,6,2,0,7,2,0,1,1,True,False,"['6300', '7000', '7800', '8300']","[('ChineseBC(13/04),', ''), ('ABC(15/04,6300m),', ''), ('C4(01/05,7000m),', ''), ('C5(15/05,7800m),', ''), ('C6(16/05,8300m),', '')]",5,Success (main peak),1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96130,EVER,1996,1,2,N Col-NE Ridge,,,,Italy,1,0,0,0,7,0,,1,1,0,4,1,0,4,0,0,0,1,True,False,"['5200', '6400', '7000']","[('ChineseBC(17/05,5200m),', ''), ('ABC(19/05,6400m),', ''), ('C1(23/05,7000m),', '')]",3,Success (main peak),1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
EVER96109,EVER,1996,1,2,NE Ridge-N Ridge-N Face (up); N Ridge-N Col (down),,,,Russia,1,0,0,0,45,54,1996-05-29,1,0,0,14,3,0,0,0,0,1,0,,False,"['5200', '6400', '7000', '7400', '8000', '8300']","[('ChineseBC(05/04,5200m),', ''), ('ABC(11/04,6400m),', ''), ('C1(20/04,7000m),', ''), ('C2(02/05,7400m),', ''), ('C3(17/05,8000m),', ''), ('C4(18/05,8300m),', '')]",6,Success (main peak),1996-03-01,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849,2,True,2,Sagarmatha,"Everest,Jomolangma,Chomolungma,Qomolungma",27.9881,86.9281,8848.86
