EXPID,PEAKID,YEAR,SEASON,HOST,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,SKI,PARAPENTE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,O2USED,COMRTE,STDRTE,PRIMRTE,CAMP_HEIGHTS,CAMP_SITES_LIST,NUM_CAMPS,TERMREASON_STRING,YEAR_SEASON_DATE,PKNAME,PKNAME2,LOCATION,HEIGHTM,REGION,OPEN,PSTATUS,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M
ANN284101,ANN2,1984,1,1,S Face,,,,Japan,0,0,0,0,20,23,1984-04-05,5,0,0,3,0,0,0,0,0,0,0,False,False,"['2600', '4700', '5900', '5800', '6000']","[('BC(13/03,2600m),', ''), ('ABC(24/03,4700m),', ''), ('C1(29/03,5900m),', ''), ('C2(01/04,5800m),', '')]",4,"Bad conditions (deep snow, avalanching, falling ice, or rock)",1984-03-01,Annapurna II,,Annapurna Himal,7937,5,True,2,Annapurna II,,28.534722222222225,84.12416666666665,7937.0
ANN295301,ANN2,1995,3,1,NW Ridge of Annapurna IV,,,,Yugoslavia,0,0,0,0,12,14,1995-10-29,4,0,0,3,0,0,0,0,0,0,0,False,False,"['4600', '5600', '6483', '6483']","[('BC(15/10,4600m),', ''), ('C1(23/10,5600m),', ''), ('C2(27/10,6483m),', '')]",3,"Bad weather (storms, high winds)",1995-08-31,Annapurna II,,Annapurna Himal,7937,5,True,2,Annapurna II,,28.534722222222225,84.12416666666665,7937.0
ANN207401,ANN2,2007,4,1,NW Ridge via Annapurna IV's NW Face,,,,Germany,1,0,0,0,19,23,2008-02-08,1,0,0,1,1,0,3,3,0,0,0,False,False,"['5000', '5800', '4600', '7400', '7600']","[('BC(16/01,5000m),', ''), ('ABC(28/01,5800m),', ''), ('Biv(31/01,4600m),', ''), ('Biv(02/02,7400m),', ''), ('C1(03/02,7600m),', '')]",5,Success (main peak),2007-11-30,Annapurna II,,Annapurna Himal,7937,5,True,2,Annapurna II,,28.534722222222225,84.12416666666665,7937.0
ANN208101,ANN2,2008,1,1,NW Ridge-W Ridge,,,,USA,0,0,0,0,17,18,2008-05-18,5,1,0,4,0,0,0,0,0,0,0,False,False,"['4750', '5425', '5700', '6100', '6125']","[('BC(30/04,4750m),', ''), ('C1(07/05,5425m),', ''), ('C2(13/05,5700m),', ''), ('C3(15/05,6100m),', '')]",4,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2008-03-01,Annapurna II,,Annapurna Himal,7937,5,True,2,Annapurna II,,28.534722222222225,84.12416666666665,7937.0
ANN208301,ANN2,2008,3,1,NW Ridge of Annapurna IV,,,,Croatia,0,0,0,0,12,22,2008-10-25,4,0,0,12,0,0,4,0,0,0,0,False,False,"['4700', '5700', '6500', '6900', '7200']","[('BC(03/10,4700m),', ''), ('C1(06/10,5700m),', ''), ('C2(12/10,6500m),', ''), ('C3(14/10,6900m),', '')]",4,"Bad weather (storms, high winds)",2008-08-30,Annapurna II,,Annapurna Himal,7937,5,True,2,Annapurna II,,28.534722222222225,84.12416666666665,7937.0
ANN216301,ANN2,2016,3,1,,,,,UK,0,0,0,0,0,0,,7,0,0,2,0,0,0,0,0,0,0,False,False,[],"[('BC(3200m),', ''), ('C1(4900m),', ''), ('C2(6200m),', '')]",3,"Illness, AMS, exhaustion, or frostbite",2016-08-30,Annapurna II,,Annapurna Himal,7937,5,True,2,Annapurna II,,28.534722222222225,84.12416666666665,7937.0
ANN484301,ANN4,1984,3,1,N Face (to 6800m),NW Ridge (to 5300m),,,Italy,0,0,0,0,8,13,1984-10-11,8,0,0,9,0,0,2,0,0,0,0,False,False,"['4300', '5300', '6400', '6800', '4800', '5300']","[('BC(28/09,4300m),', ''), ('C1(01/10,5300m),', ''), ('C2(04/10,6400m),', ''), ('', 'xxx'), ('', 'm'), ('', 'NW'), ('', 'Ridge'), ('C1(08/10,4800m),', ''), ('C2(09/10,5300m),', '')]",9,"Lack (or loss) of supplies, support or equipment",1984-08-30,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN495102,ANN4,1995,1,1,,,,,Australia,0,0,0,0,0,0,,11,0,0,4,0,0,0,0,1,0,0,False,False,[],[],0,Did not reach base camp,1995-03-02,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN495301,ANN4,1995,3,1,NW Ridge,,,,Germany,0,0,0,0,10,15,1995-10-30,5,0,0,4,0,0,2,0,0,1,0,False,False,"['4600', '5600', '6483']","[('BC(15/10,4600m),', ''), ('C1(24/10,5600m),', '')]",2,"Bad conditions (deep snow, avalanching, falling ice, or rock)",1995-08-31,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN404301,ANN4,2004,3,1,NW Ridge,,,,Germany,0,0,0,0,8,10,2004-11-28,5,0,0,10,0,0,3,0,0,0,0,False,False,"['3100', '4775', '5400', '6000']","[('BC(18/11,3100m),', ''), ('ABC(19/11,4775m),', ''), ('C1(23/11,5400m),', '')]",3,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2004-08-30,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN405301,ANN4,2005,3,1,NW Ridge,,,,Austria,0,0,0,0,6,9,2005-10-13,6,0,0,5,0,1,4,0,0,0,0,False,False,"['4810', '5450', '5910', '6500', '6900']","[('BC(04/10,4810m),', ''), ('C1(06/10,5450m),', ''), ('C2(08/10,5910m),', ''), ('C3(09/10,6500m),', ''), ('C4(10/10,6900m),', '')]",5,Accident (death or serious injury),2005-08-31,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN405302,ANN4,2005,3,1,NW Ridge,,,,Switzerland,0,0,0,0,4,16,2005-10-30,5,0,0,12,0,0,3,0,0,0,0,False,False,"['4800', '5400', '6200']","[('BC(14/10,4800m),', ''), ('C1(18/10,5400m),', '')]",2,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2005-08-31,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN406301,ANN4,2006,3,1,NW Ridge,,,,Switzerland,1,0,0,0,15,17,2006-10-31,1,0,0,8,1,0,3,2,0,0,0,True,False,"['4800', '5150', '6150', '6750']","[('BC(14/10,4800m),', ''), ('C1(18/10,5150m),', ''), ('C2(22/10,6150m),', ''), ('C3(28/10,6750m),', '')]",4,Success (main peak),2006-08-31,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN407101,ANN4,2007,1,1,NW Ridge,,,,USA,0,0,0,0,7,11,2007-05-13,4,0,0,8,0,0,0,0,0,0,0,False,False,"['4756', '5365', '5810', '6280', '6280']","[('BC(02/05,4756m),', ''), ('C1(05/05,5365m),', ''), ('C2(07/05,5810m),', ''), ('C3(09/05,6280m),', '')]",4,"Bad weather (storms, high winds)",2007-03-02,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN407301,ANN4,2007,3,1,NW Ridge,,,,USA,0,0,0,0,1,1,2007-10-24,5,0,0,1,0,0,2,0,0,0,0,False,False,"['4875', '5790']","[('BC(23/10,4875m),', '')]",1,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2007-08-31,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN408301,ANN4,2008,3,1,NW Ridge,,,,Switzerland,0,0,0,0,0,0,,11,0,0,4,0,0,0,0,0,0,0,False,False,[],[],0,Did not reach base camp,2008-08-30,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN408302,ANN4,2008,3,1,NW Ridge,,,,USA,0,0,0,0,15,21,2008-10-07,10,0,0,2,0,0,2,0,0,0,0,False,False,"['4573', '5244', '5945', '6555', '6555']","[('BC(16/09,4573m),', ''), ('C1(23/09,5244m),', ''), ('C2(28/09,5945m),', ''), ('C3(07/10,6555m),', '')]",4,"Route technically too difficult, lack of experience, strength, or motivation",2008-08-30,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN408303,ANN4,2008,3,1,NW Ridge,,,,Japan,0,0,0,0,0,0,,11,0,0,1,0,0,3,0,0,0,0,False,False,[],[],0,Did not reach base camp,2008-08-30,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN409201,ANN4,2009,2,1,NW Ridge,,,,Bangladesh,1,0,0,0,11,12,2009-06-15,1,0,0,3,3,0,3,3,0,0,0,False,False,"['4600', '5400', '6650']","[('BC(03/06,4600m),', ''), ('C1(11/06,5400m),', ''), ('C2(13/06,6650m),', '')]",3,Success (main peak),2009-06-01,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN409301,ANN4,2009,3,1,NW Ridge,,,,Switzerland,0,0,0,0,16,17,2009-11-03,4,0,0,6,0,0,2,0,0,0,0,False,False,"['4800', '5450', '6050', '6550', '7150']","[('BC(17/10,4800m),', ''), ('C1(20/10,5450m),', ''), ('C2(24/10,6050m),', ''), ('C3(01/11,6550m),', '')]",4,"Bad weather (storms, high winds)",2009-08-31,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN410301,ANN4,2010,3,1,NW Ridge,,,,Germany,0,0,0,0,8,15,2010-10-27,5,0,0,2,0,0,1,0,0,0,0,False,False,"['4800', '5500']","[('BC(12/10,4800m),', '')]",1,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2010-08-31,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN410101,ANN4,2010,1,1,NW Ridge,,,,Japan,1,0,0,0,20,22,2010-05-10,1,0,0,4,1,0,4,2,0,0,0,False,False,"['3900', '4800', '5500', '6100', '6500']","[('BC(18/04,3900m),', ''), ('ABC(20/04,4800m),', ''), ('C1(21/04,5500m),', ''), ('C2(22/04,6100m),', ''), ('C3(01/05,6500m),', '')]",5,Success (main peak),2010-03-02,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN411101,ANN4,2011,1,1,NW Ridge,,,,Nepal,1,0,0,0,19,23,2011-06-04,1,0,0,4,4,0,4,4,0,1,0,False,False,"['4500', '5000', '5500', '6000', '6500']","[('BC(12/05,4500m),', ''), ('C1(16/05,5000m),', ''), ('C2(17/05,5500m),', ''), ('C3(18/05,6000m),', ''), ('C4(30/05,6500m),', '')]",5,Success (main peak),2011-03-02,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN411301,ANN4,2011,3,1,NW Ridge,,,,Austria,0,0,0,0,3,14,2011-10-27,5,0,0,10,0,0,2,0,0,0,0,False,False,"['4820', '6200']","[('BC(13/10,4820m),', ''), ('C1(5500m),', ''), ('C2(16/10,6200m),', '')]",3,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2011-08-31,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN412101,ANN4,2012,1,1,NW Ridge,,,,USA,0,0,0,0,22,24,2012-05-13,4,0,0,6,0,0,3,0,0,0,0,False,False,"['4700', '5355', '5944', '6500', '6785']","[('BC(19/04,4700m),', ''), ('C1(24/04,5355m),', ''), ('C2(03/05,5944m),', ''), ('C3(11/05,6500m),', '')]",4,"Bad weather (storms, high winds)",2012-03-01,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN412102,ANN4,2012,1,1,N Ridge-NW Ridge,,,,Netherlands,0,0,0,0,17,21,2012-05-25,10,0,0,2,0,0,4,0,0,0,0,False,False,"['4800', '5377', '5963', '6352', '6527', '6900']","[('BC(04/05,4800m),', ''), ('C1(10/05,5377m),', ''), ('C2(11/05,5963m),', ''), ('C3(19/05,6352m),', ''), ('C4(20/05,6527m),', '')]",5,"Route technically too difficult, lack of experience, strength, or motivation",2012-03-01,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN412103,ANN4,2012,1,1,NW Ridge,,,,USA,0,0,0,0,17,19,2012-05-23,10,0,0,1,0,0,0,0,0,0,0,False,False,"['4750', '5250', '5800', '6200', '6500', '6900']","[('BC(04/05,4750m),', ''), ('C1(17/05,5250m),', ''), ('C2(18/05,5800m),', ''), ('C3(19/05,6200m),', ''), ('C4(20/05,6500m),', '')]",5,"Route technically too difficult, lack of experience, strength, or motivation",2012-03-01,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN412302,ANN4,2012,3,1,NW Ridge,,,,Denmark,0,0,0,0,0,0,2012-09-13,12,0,0,2,0,0,0,0,0,0,0,False,False,['4700'],"[('BC(13/09,4700m),', '')]",1,Did not attempt climb,2012-08-30,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN412301,ANN4,2012,3,1,NW Ridge,,,,France,0,0,0,0,10,13,2012-11-03,5,0,0,10,0,0,5,0,0,0,0,False,False,"['4850', '4950', '5400', '5850', '6050', '6500']","[('BC(21/10,4850m),', ''), ('ABC(23/10,4950m),', ''), ('C1(25/10,5400m),', ''), ('C2(28/10,5850m),', ''), ('C3(30/10,6050m),', '')]",5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2012-08-30,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN413101,ANN4,2013,1,1,NW Ridge,,,,Thailand,0,0,0,0,9,13,2013-04-24,5,0,0,9,0,0,5,0,0,0,0,False,False,"['3900', '4400', '5380', '5950', '5950']","[('BC(11/04,3900m),', ''), ('ABC(14/04,4400m),', ''), ('C1(15/04,5380m),', ''), ('C2(20/04,5950m),', '')]",4,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2013-03-02,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN415101,ANN4,2015,1,1,NW Ridge,,,,Japan,0,0,0,0,0,0,,14,0,0,3,0,0,0,0,0,0,0,False,False,[],[],0,Other,2015-03-02,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN415102,ANN4,2015,1,1,NW Ridge,,,,Russia,0,0,0,0,0,0,,14,0,0,3,0,0,2,0,0,0,0,False,False,[],"[('', 'BC,'), ('', 'C1,'), ('', 'C2,')]",3,Other,2015-03-02,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN415301,ANN4,2015,3,1,NW Ridge,,,,Japan,1,0,0,0,16,19,2015-09-30,1,0,0,1,1,0,2,2,0,1,0,False,False,"['3700', '4800', '5280', '5850', '6700']","[('BC(11/09,3700m),', ''), ('ABC(13/09,4800m),', ''), ('C1(24/09,5280m),', ''), ('C2(25/09,5850m),', ''), ('C3(26/09,6700m),', '')]",5,Success (main peak),2015-08-31,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN415302,ANN4,2015,3,1,SW Pillar,,,,Poland,0,0,0,0,16,21,2015-11-16,5,0,0,3,0,0,0,0,0,0,0,False,False,"['4500', '5000']","[('BC(26/10,4500m),', '')]",1,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2015-08-31,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN416101,ANN4,2016,1,1,NW Ridge?,,,,Finland,0,0,0,0,0,0,,4,0,0,4,0,0,3,0,0,0,0,False,False,[],"[('', 'BC,'), ('C1(5400m),', ''), ('C2(5800m),', '')]",3,"Bad weather (storms, high winds)",2016-03-01,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN417301,ANN4,2017,3,1,NW Ridge,,,,USA,0,0,0,0,12,16,2017-11-12,10,0,0,2,0,0,2,0,0,0,0,False,False,"['4700', '5640', '5920']","[('BC(27/10,4700m),', ''), ('C1(04/11,5640m),', ''), ('C2(08/11,5920m),', '')]",3,"Route technically too difficult, lack of experience, strength, or motivation",2017-08-31,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN418301,ANN4,2018,3,1,NW Ridge,,,,UK,0,0,0,0,14,17,2018-11-13,7,0,0,8,0,0,6,0,0,0,0,False,False,"['4815', '5450', '5800', '6500', '7300']","[('BC(27/10,4815m),', ''), ('C1(31/10,5450m),', ''), ('C2(02/11,5800m),', ''), ('C3(09/11,6500m),', '')]",4,"Illness, AMS, exhaustion, or frostbite",2018-08-31,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN419301,ANN4,2019,3,1,NW Ridge,,,,UK,0,0,0,0,15,18,2019-10-30,5,0,0,11,0,0,6,0,0,0,0,False,False,"['4850', '5440', '5910', '6450', '6500']","[('BC(12/10,4850m),', ''), ('C1(15/10,5440m),', ''), ('C2(17/10,5910m),', ''), ('C3(26/10,6450m),', '')]",4,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2019-08-31,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
ANN422101,ANN4,2022,1,1,NW Ridge,,,,UK,0,0,0,0,7,18,2022-05-09,5,0,0,8,0,0,8,0,0,0,0,False,False,"['4800', '5500', '6100', '6400']","[('BC(21/04,4800m),', ''), ('C1(25/04,5500m),', ''), ('C2(27/04,6100m),', ''), ('C3(28/04,6400m),', '')]",4,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2022-03-02,Annapurna IV,,Annapurna Himal,7525,5,True,2,Annapurna IV,,28.53666666666667,84.085,7525.0
MAKA83302,MAKA,1983,3,1,Makalu La-NW Ridge,,,,Japan,0,0,0,0,17,0,,5,0,0,4,0,0,0,0,0,0,0,True,False,"['5200', '5700', '6200', '6700']","[('BC(05/09,5200m),', ''), ('C1(08/09,5700m),', ''), ('C2(17/09,6200m),', '')]",3,"Bad conditions (deep snow, avalanching, falling ice, or rock)",1983-08-31,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA90306,MAKA,1990,3,1,Makalu La-NW Ridge,,,,USA,0,0,0,0,25,33,1990-10-25,4,0,0,11,0,0,3,0,0,0,0,True,False,"['5300', '6300', '6650', '6980', '7400', '7400']","[('BC(27/09,5300m),', ''), ('C1(03/10,6300m),', ''), ('Biv1(15/10,6650m),', ''), ('Biv2(16/10,6980m),', ''), ('Biv3(17/10,7400m),', '')]",5,"Bad weather (storms, high winds)",1990-08-31,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA86304,MAKA,1986,3,1,Makalu La-NW Ridge-N Face,,,,France,0,0,0,0,28,32,1986-10-17,4,0,0,10,0,0,8,0,1,1,0,True,False,"['4850', '5200', '5700', '6200', '6950', '7400', '8000', '8000']","[('BC(15/09,4850m),', ''), ('C1(17/09,5200m),', ''), ('C2(19/09,5700m),', ''), ('C3.ABC(23/09,6200m),', ''), ('C4(25/09,6950m),', ''), ('C5(02/10,7400m),', ''), ('C6(13/10,8000m),', '')]",7,"Bad weather (storms, high winds)",1986-08-31,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA92101,MAKA,1992,1,1,W Face (to 7000m),NW side (to 8250m),,,UK,0,0,0,0,42,51,1992-05-23,4,0,0,18,0,0,11,0,0,1,0,False,False,"['5000', '5580', '5900', '6480', '6700', '6500', '7400', '7800', '8250']",[],0,"Bad weather (storms, high winds)",1992-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA95102,MAKA,1995,1,1,Makalu La-NW Ridge,,,,Spain,1,0,0,0,32,0,,1,0,0,5,5,0,0,0,0,0,0,True,False,"['5600', '6200', '6700', '7400', '7800']","[('BC(06/04,5600m),', ''), ('C1(08/04,6200m),', ''), ('C2(15/04,6700m),', ''), ('C3(25/04,7400m),', ''), ('C4(26/04,7800m),', '')]",5,Success (main peak),1995-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA95103,MAKA,1995,1,1,Makalu La-NW Ridge,,,,Australia,1,0,0,0,30,0,,1,0,0,7,2,1,7,0,0,0,0,True,False,"['5400', '6050', '6800', '7400', '7800']","[('BC(08/04,5400m),', ''), ('C1(15/04,6050m),', ''), ('C2(22/04,6800m),', ''), ('C3(05/05,7400m),', ''), ('C4(07/05,7800m),', '')]",5,Success (main peak),1995-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA80301,MAKA,1980,3,1,SE Ridge (to 8075m),NW side (to 7550m),,,UK,0,0,0,0,34,45,1980-10-31,4,0,0,5,0,0,0,0,0,0,0,False,False,"['4800', '6800', '7400', '8010', '8075', '8075']","[('BC(16/09,4800m),', ''), ('C1(14/10),', ''), ('C2(15/10,6800m),', ''), ('C3(16/10,7400m),', ''), ('C4(17/10,8010m),', ''), ('C5(18/10,8075m),', '')]",6,"Bad weather (storms, high winds)",1980-08-30,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA96306,MAKA,1996,3,1,NW Ridge,,,,Italy,0,0,0,0,13,26,1996-10-10,5,0,0,2,0,0,0,0,0,0,0,False,False,"['5250', '6000', '6300', '7000', '7200']","[('BC(14/09,5250m),', ''), ('C1(18/09,6000m),', ''), ('C2(21/09,6300m),', ''), ('C3(26/09,7000m),', '')]",4,"Bad conditions (deep snow, avalanching, falling ice, or rock)",1996-08-30,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA96302,MAKA,1996,3,1,Makalu La-NW Ridge,,,,Belgium,0,0,0,0,35,39,1996-11-15,4,0,0,7,0,0,2,0,0,0,0,True,False,"['5200', '6200', '6700', '7400']","[('BC(07/10,5200m),', ''), ('C1(14/10,6200m),', ''), ('C2(18/10,6700m),', ''), ('C3(10/11,7400m),', '')]",4,"Bad weather (storms, high winds)",1996-08-30,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA61101,MAKA,1961,1,1,Makalu La-N Face,,,,New Zealand,0,0,0,0,31,0,,7,0,0,17,0,0,50,0,0,1,0,False,False,"['5180', '7000', '8350']","[('BC.C1(17/04,5180m),', ''), ('C2(5940m),', ''), ('C3(6475m),', ''), ('C4(01/05,7000m),', ''), ('C5(7450m),', ''), ('C6(7860m),', ''), ('C7(8230m),', '')]",7,"Illness, AMS, exhaustion, or frostbite",1961-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA98304,MAKA,1998,3,1,Makalu La-NW Ridge,,,,Japan,0,0,0,0,37,43,1998-10-14,8,0,0,7,0,0,4,0,0,1,0,True,False,"['5300', '6000', '6400', '7400', '7600', '8300']","[('BC(01/09,5300m),', ''), ('C1(07/09,6000m),', ''), ('C2(14/09,6400m),', ''), ('C3(20/09,7400m),', ''), ('C4(06/09,7600m),', '')]",5,"Lack (or loss) of supplies, support or equipment",1998-08-31,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA98301,MAKA,1998,3,1,Makalu La-NW Ridge,,,,Japan,0,0,0,0,32,36,1998-09-28,8,0,0,2,0,0,1,0,0,1,0,True,False,"['5300', '5500', '6500', '7650', '8250']","[('BC(23/08,5300m),', ''), ('ABC(29/08,5500m),', ''), ('C1(13/09,6500m),', ''), ('C2(16/09,7650m),', '')]",4,"Lack (or loss) of supplies, support or equipment",1998-08-31,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA98303,MAKA,1998,3,1,Makalu La-NW Ridge,,,,Poland,0,0,0,0,14,38,1998-10-20,4,0,0,10,0,0,0,0,0,1,0,True,False,"['4600', '5100', '5900', '6400', '7400', '7400']","[('BC(12,19/09,4600m),', ''), ('ABC(14,21/09,5100m),', ''), ('C1(16,22/09,5900m),', ''), ('C2(25/09,6400m),', ''), ('C3(26/09,7400m),', '')]",5,"Bad weather (storms, high winds)",1998-08-31,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA99101,MAKA,1999,1,1,Makalu La-NW Ridge,,,,Australia,1,0,0,0,34,40,1999-05-22,1,0,0,8,2,0,2,0,0,0,0,True,False,"['5600', '6200', '7100', '7600']","[('BC(12/04,5600m),', ''), ('C1(18/04,6200m),', ''), ('C2(26/04,7100m),', ''), ('C3(02/05,7600m),', '')]",4,Success (main peak),1999-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA99102,MAKA,1999,1,1,Makalu La-NW Ridge,,,,UK,1,0,0,0,30,34,1999-05-27,1,0,0,1,1,0,1,1,0,0,0,True,False,"['4900', '5700', '6500', '7800']","[('BC(23/04,4900m),', ''), ('ABC(27/04,5700m),', ''), ('C1(29/04,6500m),', ''), ('C2(05/05,7800m),', '')]",4,Success (main peak),1999-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA99104,MAKA,1999,1,1,Makalu La-NW Ridge,,,,USA,1,0,0,0,25,54,1999-05-29,1,0,0,13,4,0,1,0,0,0,0,True,False,"['5200', '5600', '6200', '6900', '7400', '7800']","[('BC(05/04,5200m),', ''), ('BC(08/04,5600m),', ''), ('C1(12/04,6200m),', ''), ('C2(15/04,6900m),', ''), ('C3(23/04,7400m),', ''), ('C4(29/04,7800m),', '')]",6,Success (main peak),1999-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA99301,MAKA,1999,3,1,Makalu La-NW Ridge,,,,S Korea,0,0,0,0,2,21,1999-10-30,8,0,0,10,0,0,5,0,1,0,0,True,False,"['5600', '6500', '7200']","[('BC(09/10,5600m),', ''), ('C1(11/10,6500m),', '')]",2,"Lack (or loss) of supplies, support or equipment",1999-08-31,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA00101,MAKA,2000,1,1,Makalu La-NW Ridge,,,,S Korea,1,0,0,0,39,41,2000-05-17,1,0,0,5,2,0,5,1,0,1,0,True,False,"['5600', '6500', '7400', '7700']","[('BC(06/04,5600m),', ''), ('C1(12/04,6500m),', ''), ('C2(20/04,7400m),', ''), ('C3(28/04,7700m),', '')]",4,Success (main peak),2000-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA00102,MAKA,2000,1,1,Makalu La-NW Ridge,,,,Germany,1,0,0,0,36,43,2000-05-22,1,0,0,8,5,1,0,0,0,0,0,True,False,"['4800', '5600', '6400', '7450', '7700']","[('BC(09/04,4800m),', ''), ('ABC(27/04,5600m),', ''), ('C1(08/05,6400m),', ''), ('C2(13/05,7450m),', ''), ('C3(14/05,7700m),', '')]",5,Success (main peak),2000-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
